name,light,scene,environment
Snap-8559.czi,0,311,YPD%1_DAY2
Snap-8560.czi,1,311,YPD%1_DAY2
Snap-8561.czi,0,312,YPD%1_DAY2
Snap-8562.czi,1,312,YPD%1_DAY2
Snap-8563.czi,0,313,YPD%1_DAY2
Snap-8564.czi,1,313,YPD%1_DAY2
Snap-8565.czi,0,314,YPD%1_DAY2
Snap-8566.czi,1,314,YPD%1_DAY2
Snap-8567.czi,0,315,YPD%1_DAY2
Snap-8568.czi,1,315,YPD%1_DAY2
Snap-8569.czi,0,316,YPD%1_DAY2
Snap-8570.czi,1,316,YPD%1_DAY2
Snap-8571.czi,0,317,YPD%1_DAY2
Snap-8572.czi,1,317,YPD%1_DAY2
Snap-8573.czi,0,318,YPD%1_DAY2
Snap-8574.czi,1,318,YPD%1_DAY2
Snap-8575.czi,0,319,YPD%1_DAY2
Snap-8576.czi,1,319,YPD%1_DAY2
Snap-8577.czi,0,320,YPD%1_DAY2
Snap-8578.czi,1,320,YPD%1_DAY2
Snap-8579.czi,0,321,YPD%1_DAY2
Snap-8580.czi,1,321,YPD%1_DAY2
Snap-8581.czi,0,322,YPD%1_DAY2
Snap-8582.czi,1,322,YPD%1_DAY2
Snap-8583.czi,0,323,YPD%1_DAY2
Snap-8584.czi,1,323,YPD%1_DAY2
Snap-8585.czi,0,324,YPD%1_DAY2
Snap-8586.czi,1,324,YPD%1_DAY2
Snap-8587.czi,0,325,YPD%1_DAY2
Snap-8588.czi,1,325,YPD%1_DAY2
Snap-8589.czi,0,326,YPD%1_DAY2
Snap-8590.czi,1,326,YPD%1_DAY2
Snap-8591.czi,0,327,YPD%1_DAY2
Snap-8592.czi,1,327,YPD%1_DAY2
Snap-8593.czi,0,328,YPD%1_DAY2
Snap-8594.czi,1,328,YPD%1_DAY2
Snap-8595.czi,0,329,YPD%1_DAY2
Snap-8596.czi,1,329,YPD%1_DAY2
Snap-8597.czi,0,330,YPD%1_DAY2
Snap-8598.czi,1,330,YPD%1_DAY2
Snap-8599.czi,0,331,YPD%1_DAY2
Snap-8600.czi,1,331,YPD%1_DAY2
Snap-8601.czi,0,332,YPD%1_DAY2
Snap-8602.czi,1,332,YPD%1_DAY2
Snap-8603.czi,0,333,YPD%1_DAY2
Snap-8604.czi,1,333,YPD%1_DAY2
Snap-8605.czi,0,334,YPD%1_DAY2
Snap-8606.czi,1,334,YPD%1_DAY2
Snap-8607.czi,0,335,YPD%1_DAY2
Snap-8608.czi,1,335,YPD%1_DAY2
Snap-8609.czi,0,336,YPD%1_DAY2
Snap-8610.czi,1,336,YPD%1_DAY2
Snap-8611.czi,0,337,YPD%1_DAY2
Snap-8612.czi,1,337,YPD%1_DAY2
Snap-8613.czi,0,338,YPD%1_DAY2
Snap-8614.czi,1,338,YPD%1_DAY2
Snap-8615.czi,0,339,YPD%1_DAY2
Snap-8616.czi,1,339,YPD%1_DAY2
Snap-8617.czi,0,340,YPD%1_DAY2
Snap-8618.czi,1,340,YPD%1_DAY2
Snap-8619.czi,0,341,YPD%1_DAY2
Snap-8620.czi,1,341,YPD%1_DAY2
Snap-8621.czi,0,342,YPD%1_DAY2
Snap-8622.czi,1,342,YPD%1_DAY2
Snap-8623.czi,0,343,YPD%1_DAY2
Snap-8624.czi,1,343,YPD%1_DAY2
Snap-8625.czi,0,344,YPD%1_DAY2
Snap-8626.czi,1,344,YPD%1_DAY2
Snap-8627.czi,0,345,YPD%1_DAY2
Snap-8628.czi,1,345,YPD%1_DAY2
Snap-8629.czi,0,346,YPD%1_DAY2
Snap-8630.czi,1,346,YPD%1_DAY2
Snap-8631.czi,0,347,YPD%1_DAY2
Snap-8632.czi,1,347,YPD%1_DAY2
Snap-8633.czi,0,348,YPD%1_DAY2
Snap-8634.czi,1,348,YPD%1_DAY2
Snap-8635.czi,0,349,YPD%1_DAY2
Snap-8636.czi,1,349,YPD%1_DAY2
Snap-8880.czi,0,350,YPD%1_DAY3
Snap-8881.czi,1,350,YPD%1_DAY3
Snap-8882.czi,0,351,YPD%1_DAY3
Snap-8883.czi,1,351,YPD%1_DAY3
Snap-8884.czi,0,352,YPD%1_DAY3
Snap-8885.czi,1,352,YPD%1_DAY3
Snap-8886.czi,0,353,YPD%1_DAY3
Snap-8887.czi,1,353,YPD%1_DAY3
Snap-8888.czi,0,354,YPD%1_DAY3
Snap-8889.czi,1,354,YPD%1_DAY3
Snap-8890.czi,0,355,YPD%1_DAY3
Snap-8891.czi,1,355,YPD%1_DAY3
Snap-8892.czi,0,356,YPD%1_DAY3
Snap-8893.czi,1,356,YPD%1_DAY3
Snap-8894.czi,0,357,YPD%1_DAY3
Snap-8895.czi,1,357,YPD%1_DAY3
Snap-8896.czi,0,358,YPD%1_DAY3
Snap-8897.czi,1,358,YPD%1_DAY3
Snap-8898.czi,0,359,YPD%1_DAY3
Snap-8899.czi,1,359,YPD%1_DAY3
Snap-8900.czi,0,360,YPD%1_DAY3
Snap-8901.czi,1,360,YPD%1_DAY3
Snap-8902.czi,0,361,YPD%1_DAY3
Snap-8903.czi,1,361,YPD%1_DAY3
Snap-8904.czi,0,362,YPD%1_DAY3
Snap-8905.czi,1,362,YPD%1_DAY3
Snap-8906.czi,0,363,YPD%1_DAY3
Snap-8907.czi,1,363,YPD%1_DAY3
Snap-8908.czi,0,364,YPD%1_DAY3
Snap-8909.czi,1,364,YPD%1_DAY3
Snap-8910.czi,0,365,YPD%1_DAY3
Snap-8911.czi,1,365,YPD%1_DAY3
Snap-8912.czi,0,366,YPD%1_DAY3
Snap-8913.czi,1,366,YPD%1_DAY3
Snap-8914.czi,0,367,YPD%1_DAY3
Snap-8915.czi,1,367,YPD%1_DAY3
Snap-8916.czi,0,368,YPD%1_DAY3
Snap-8917.czi,1,368,YPD%1_DAY3
Snap-8918.czi,0,369,YPD%1_DAY3
Snap-8919.czi,1,369,YPD%1_DAY3
Snap-8920.czi,0,370,YPD%1_DAY3
Snap-8921.czi,1,370,YPD%1_DAY3
Snap-8922.czi,0,371,YPD%1_DAY3
Snap-8923.czi,1,371,YPD%1_DAY3
Snap-8924.czi,0,372,YPD%1_DAY3
Snap-8925.czi,1,372,YPD%1_DAY3
Snap-8926.czi,0,373,YPD%1_DAY3
Snap-8927.czi,1,373,YPD%1_DAY3
Snap-8928.czi,0,374,YPD%1_DAY3
Snap-8929.czi,1,374,YPD%1_DAY3
Snap-8930.czi,0,375,YPD%1_DAY3
Snap-8931.czi,1,375,YPD%1_DAY3
Snap-8932.czi,0,376,YPD%1_DAY3
Snap-8934.czi,1,376,YPD%1_DAY3
Snap-8935.czi,0,377,YPD%1_DAY3
Snap-8936.czi,1,377,YPD%1_DAY3
Snap-8937.czi,0,378,YPD%1_DAY3
Snap-8938.czi,1,378,YPD%1_DAY3
Snap-8940.czi,0,379,YPD%1_DAY3
Snap-8941.czi,1,379,YPD%1_DAY3
Snap-8942.czi,0,380,YPD%1_DAY3
Snap-8943.czi,1,380,YPD%1_DAY3
Snap-8944.czi,0,381,YPD%1_DAY3
Snap-8945.czi,1,381,YPD%1_DAY3
Snap-8946.czi,0,382,YPD%1_DAY3
Snap-8947.czi,1,382,YPD%1_DAY3
Snap-8948.czi,0,383,YPD%1_DAY3
Snap-8949.czi,1,383,YPD%1_DAY3
Snap-8950.czi,0,384,YPD%1_DAY3
Snap-8951.czi,1,384,YPD%1_DAY3
Snap-8952.czi,0,385,YPD%1_DAY3
Snap-8953.czi,1,385,YPD%1_DAY3
Snap-8955.czi,0,386,YPD%1_DAY3
Snap-8956.czi,1,386,YPD%1_DAY3
Snap-8957.czi,0,387,YPD%1_DAY3
Snap-8958.czi,1,387,YPD%1_DAY3
Snap-8959.czi,0,388,YPD%1_DAY3
Snap-8960.czi,1,388,YPD%1_DAY3
Snap-8961.czi,0,389,YPD%1_DAY3
Snap-8962.czi,1,389,YPD%1_DAY3
Snap-8963.czi,0,390,YPD%1_DAY3
Snap-8964.czi,1,390,YPD%1_DAY3
Snap-8965.czi,0,391,YPD%1_DAY3
Snap-8966.czi,1,391,YPD%1_DAY3
Snap-8967.czi,0,392,YPD%1_DAY3
Snap-8968.czi,1,392,YPD%1_DAY3
Snap-8969.czi,0,393,YPD%1_DAY3
Snap-8970.czi,1,393,YPD%1_DAY3
Snap-8971.czi,0,394,YPD%1_DAY3
Snap-8972.czi,1,394,YPD%1_DAY3
Snap-8973.czi,0,395,YPD%1_DAY3
Snap-8974.czi,1,395,YPD%1_DAY3
Snap-8975.czi,0,396,YPD%1_DAY3
Snap-8976.czi,1,396,YPD%1_DAY3
Snap-8977.czi,0,397,YPD%1_DAY3
Snap-8978.czi,1,397,YPD%1_DAY3
Snap-8979.czi,0,398,YPD%1_DAY3
Snap-8980.czi,1,398,YPD%1_DAY3
Snap-8982.czi,0,399,YPD%1_DAY3
Snap-8983.czi,1,399,YPD%1_DAY3
Snap-8984.czi,0,400,YPD%1_DAY3
Snap-8985.czi,1,400,YPD%1_DAY3
Snap-8986.czi,0,401,YPD%1_DAY3
Snap-8987.czi,1,401,YPD%1_DAY3
Snap-8988.czi,0,402,YPD%1_DAY3
Snap-8989.czi,1,402,YPD%1_DAY3
Snap-8990.czi,0,403,YPD%1_DAY3
Snap-8991.czi,1,403,YPD%1_DAY3
Snap-8992.czi,0,404,YPD%1_DAY3
Snap-8993.czi,1,404,YPD%1_DAY3
Snap-8994.czi,0,405,YPD%1_DAY3
Snap-8995.czi,1,405,YPD%1_DAY3
Snap-8996.czi,0,406,YPD%1_DAY3
Snap-8997.czi,1,406,YPD%1_DAY3
Snap-8998.czi,0,407,YPD%1_DAY3
Snap-8999.czi,1,407,YPD%1_DAY3
Snap-9000.czi,0,408,YPD%1_DAY3
Snap-9001.czi,1,408,YPD%1_DAY3
Snap-9002.czi,0,409,YPD%1_DAY3
Snap-9003.czi,1,409,YPD%1_DAY3
Snap-9004.czi,0,410,YPD%1_DAY3
Snap-9005.czi,1,410,YPD%1_DAY3
Snap-9006.czi,0,411,YPD%1_DAY3
Snap-9007.czi,1,411,YPD%1_DAY3
Snap-9008.czi,0,412,YPD%1_DAY3
Snap-9009.czi,1,412,YPD%1_DAY3
Snap-9010.czi,0,413,YPD%1_DAY3
Snap-9011.czi,1,413,YPD%1_DAY3
Snap-9012.czi,0,414,YPD%1_DAY3
Snap-9013.czi,1,414,YPD%1_DAY3
Snap-9014.czi,0,415,YPD%1_DAY3
Snap-9015.czi,1,415,YPD%1_DAY3
Snap-9016.czi,0,416,YPD%1_DAY3
Snap-9017.czi,1,416,YPD%1_DAY3
Snap-9018.czi,0,417,YPD%1_DAY3
Snap-9019.czi,1,417,YPD%1_DAY3
Snap-9020.czi,0,418,YPD%1_DAY3
Snap-9021.czi,1,418,YPD%1_DAY3
Snap-9022.czi,0,419,YPD%1_DAY3
Snap-9023.czi,1,419,YPD%1_DAY3
Snap-9024.czi,0,420,YPD%1_DAY3
Snap-9025.czi,1,420,YPD%1_DAY3
Snap-8096.czi,0,421,YPGal
Snap-8097.czi,1,421,YPGal
Snap-8098.czi,0,422,YPGal
Snap-8099.czi,1,422,YPGal
Snap-8100.czi,0,423,YPGal
Snap-8101.czi,1,423,YPGal
Snap-8102.czi,0,424,YPGal
Snap-8103.czi,1,424,YPGal
Snap-8104.czi,0,425,YPGal
Snap-8105.czi,1,425,YPGal
Snap-8106.czi,0,426,YPGal
Snap-8107.czi,1,426,YPGal
Snap-8108.czi,0,427,YPGal
Snap-8109.czi,1,427,YPGal
Snap-8110.czi,0,428,YPGal
Snap-8111.czi,1,428,YPGal
Snap-8112.czi,0,429,YPGal
Snap-8113.czi,1,429,YPGal
Snap-8114.czi,0,430,YPGal
Snap-8115.czi,1,430,YPGal
Snap-8116.czi,0,431,YPGal
Snap-8117.czi,1,431,YPGal
Snap-8118.czi,0,432,YPGal
Snap-8119.czi,1,432,YPGal
Snap-8120.czi,0,433,YPGal
Snap-8121.czi,1,433,YPGal
Snap-8122.czi,0,434,YPGal
Snap-8123.czi,1,434,YPGal
Snap-8124.czi,0,435,YPGal
Snap-8125.czi,1,435,YPGal
Snap-8126.czi,0,436,YPGal
Snap-8127.czi,1,436,YPGal
Snap-8128.czi,0,437,YPGal
Snap-8129.czi,1,437,YPGal
Snap-8130.czi,0,438,YPGal
Snap-8131.czi,1,438,YPGal
Snap-8132.czi,0,439,YPGal
Snap-8133.czi,1,439,YPGal
Snap-8134.czi,0,440,YPGal
Snap-8135.czi,1,440,YPGal
Snap-8136.czi,0,441,YPGal
Snap-8137.czi,1,441,YPGal
Snap-8138.czi,0,442,YPGal
Snap-8139.czi,1,442,YPGal
Snap-8140.czi,0,443,YPGal
Snap-8141.czi,1,443,YPGal
Snap-8142.czi,0,444,YPGal
Snap-8143.czi,1,444,YPGal
Snap-8144.czi,0,445,YPGal
Snap-8145.czi,1,445,YPGal
Snap-8146.czi,0,446,YPGal
Snap-8147.czi,1,446,YPGal
Snap-8148.czi,0,447,YPGal
Snap-8149.czi,1,447,YPGal
Snap-8150.czi,0,448,YPGal
Snap-8151.czi,1,448,YPGal
Snap-8152.czi,0,449,YPGal
Snap-8153.czi,1,449,YPGal
Snap-8154.czi,0,450,YPGal
Snap-8155.czi,1,450,YPGal
Snap-8156.czi,0,451,YPGal
Snap-8157.czi,1,451,YPGal
Snap-8158.czi,0,452,YPGal
Snap-8159.czi,1,452,YPGal
Snap-8160.czi,0,453,YPGal
Snap-8161.czi,1,453,YPGal
Snap-8162.czi,0,454,YPGal
Snap-8163.czi,1,454,YPGal
Snap-8164.czi,0,455,YPGal
Snap-8165.czi,1,455,YPGal
Snap-8166.czi,0,456,YPGal
Snap-8167.czi,1,456,YPGal
Snap-8168.czi,0,457,YPGal
Snap-8169.czi,1,457,YPGal
Snap-8170.czi,0,458,YPGal
Snap-8171.czi,1,458,YPGal
Snap-8172.czi,0,459,YPGal
Snap-8173.czi,1,459,YPGal
Snap-8174.czi,0,460,YPGal
Snap-8175.czi,1,460,YPGal
Snap-8330.czi,0,461,YPGal_DAY1
Snap-8331.czi,1,461,YPGal_DAY1
Snap-8332.czi,0,462,YPGal_DAY1
Snap-8333.czi,1,462,YPGal_DAY1
Snap-8334.czi,0,463,YPGal_DAY1
Snap-8335.czi,1,463,YPGal_DAY1
Snap-8336.czi,0,464,YPGal_DAY1
Snap-8337.czi,1,464,YPGal_DAY1
Snap-8338.czi,0,465,YPGal_DAY1
Snap-8339.czi,1,465,YPGal_DAY1
Snap-8340.czi,0,466,YPGal_DAY1
Snap-8341.czi,1,466,YPGal_DAY1
Snap-8342.czi,0,467,YPGal_DAY1
Snap-8343.czi,1,467,YPGal_DAY1
Snap-8344.czi,0,468,YPGal_DAY1
Snap-8345.czi,1,468,YPGal_DAY1
Snap-8346.czi,0,469,YPGal_DAY1
Snap-8347.czi,1,469,YPGal_DAY1
Snap-8348.czi,0,470,YPGal_DAY1
Snap-8349.czi,1,470,YPGal_DAY1
Snap-8350.czi,0,471,YPGal_DAY1
Snap-8351.czi,1,471,YPGal_DAY1
Snap-8352.czi,0,472,YPGal_DAY1
Snap-8353.czi,1,472,YPGal_DAY1
Snap-8354.czi,0,473,YPGal_DAY1
Snap-8355.czi,1,473,YPGal_DAY1
Snap-8356.czi,0,474,YPGal_DAY1
Snap-8357.czi,1,474,YPGal_DAY1
Snap-8358.czi,0,475,YPGal_DAY1
Snap-8359.czi,1,475,YPGal_DAY1
Snap-8360.czi,0,476,YPGal_DAY1
Snap-8361.czi,1,476,YPGal_DAY1
Snap-8362.czi,0,477,YPGal_DAY1
Snap-8363.czi,1,477,YPGal_DAY1
Snap-8364.czi,0,478,YPGal_DAY1
Snap-8365.czi,1,478,YPGal_DAY1
Snap-8366.czi,0,479,YPGal_DAY1
Snap-8367.czi,1,479,YPGal_DAY1
Snap-8368.czi,0,480,YPGal_DAY1
Snap-8369.czi,1,480,YPGal_DAY1
Snap-8370.czi,0,481,YPGal_DAY1
Snap-8372.czi,1,481,YPGal_DAY1
Snap-8373.czi,0,482,YPGal_DAY1
Snap-8374.czi,1,482,YPGal_DAY1
Snap-8375.czi,0,483,YPGal_DAY1
Snap-8376.czi,1,483,YPGal_DAY1
Snap-8377.czi,0,484,YPGal_DAY1
Snap-8378.czi,1,484,YPGal_DAY1
Snap-8379.czi,0,485,YPGal_DAY1
Snap-8380.czi,1,485,YPGal_DAY1
Snap-8381.czi,0,486,YPGal_DAY1
Snap-8382.czi,1,486,YPGal_DAY1
Snap-8383.czi,0,487,YPGal_DAY1
Snap-8384.czi,1,487,YPGal_DAY1
Snap-8385.czi,0,488,YPGal_DAY1
Snap-8386.czi,1,488,YPGal_DAY1
Snap-8387.czi,0,489,YPGal_DAY1
Snap-8388.czi,1,489,YPGal_DAY1
Snap-8389.czi,0,490,YPGal_DAY1
Snap-8390.czi,1,490,YPGal_DAY1
Snap-8391.czi,0,491,YPGal_DAY1
Snap-8392.czi,1,491,YPGal_DAY1
Snap-8393.czi,0,492,YPGal_DAY1
Snap-8394.czi,1,492,YPGal_DAY1
Snap-8395.czi,0,493,YPGal_DAY1
Snap-8396.czi,1,493,YPGal_DAY1
Snap-8397.czi,0,494,YPGal_DAY1
Snap-8398.czi,1,494,YPGal_DAY1
Snap-8399.czi,0,495,YPGal_DAY1
Snap-8400.czi,1,495,YPGal_DAY1
Snap-8401.czi,0,496,YPGal_DAY1
Snap-8402.czi,1,496,YPGal_DAY1
Snap-8403.czi,0,497,YPGal_DAY1
Snap-8404.czi,1,497,YPGal_DAY1
Snap-8405.czi,0,498,YPGal_DAY1
Snap-8406.czi,1,498,YPGal_DAY1
Snap-8407.czi,0,499,YPGal_DAY1
Snap-8408.czi,1,499,YPGal_DAY1
Snap-8409.czi,0,500,YPGal_DAY1
Snap-8410.czi,1,500,YPGal_DAY1
Snap-8411.czi,0,501,YPGal_DAY1
Snap-8412.czi,1,501,YPGal_DAY1
Snap-8413.czi,0,502,YPGal_DAY1
Snap-8414.czi,1,502,YPGal_DAY1
Snap-8415.czi,0,503,YPGal_DAY1
Snap-8416.czi,1,503,YPGal_DAY1
Snap-8417.czi,0,504,YPGal_DAY1
Snap-8418.czi,1,504,YPGal_DAY1
Snap-8419.czi,0,505,YPGal_DAY1
Snap-8420.czi,1,505,YPGal_DAY1
Snap-8421.czi,0,506,YPGal_DAY1
Snap-8422.czi,1,506,YPGal_DAY1
Snap-8423.czi,0,507,YPGal_DAY1
Snap-8424.czi,1,507,YPGal_DAY1
Snap-8425.czi,0,508,YPGal_DAY1
Snap-8426.czi,1,508,YPGal_DAY1
Snap-8427.czi,0,509,YPGal_DAY1
Snap-8428.czi,1,509,YPGal_DAY1
Snap-8429.czi,0,510,YPGal_DAY1
Snap-8430.czi,1,510,YPGal_DAY1
Snap-8431.czi,0,511,YPGal_DAY1
Snap-8432.czi,1,511,YPGal_DAY1
Snap-8433.czi,0,512,YPGal_DAY1
Snap-8434.czi,1,512,YPGal_DAY1
Snap-8435.czi,0,513,YPGal_DAY1
Snap-8436.czi,1,513,YPGal_DAY1
Snap-8639.czi,0,514,YPGal_DAY2
Snap-8640.czi,1,514,YPGal_DAY2
Snap-8641.czi,0,515,YPGal_DAY2
Snap-8642.czi,1,515,YPGal_DAY2
Snap-8643.czi,0,516,YPGal_DAY2
Snap-8644.czi,1,516,YPGal_DAY2
Snap-8645.czi,0,517,YPGal_DAY2
Snap-8646.czi,1,517,YPGal_DAY2
Snap-8647.czi,0,518,YPGal_DAY2
Snap-8648.czi,1,518,YPGal_DAY2
Snap-8649.czi,0,519,YPGal_DAY2
Snap-8650.czi,1,519,YPGal_DAY2
Snap-8651.czi,0,520,YPGal_DAY2
Snap-8653.czi,1,520,YPGal_DAY2
Snap-8654.czi,0,521,YPGal_DAY2
Snap-8655.czi,1,521,YPGal_DAY2
Snap-8656.czi,0,522,YPGal_DAY2
Snap-8657.czi,1,522,YPGal_DAY2
Snap-8658.czi,0,523,YPGal_DAY2
Snap-8659.czi,1,523,YPGal_DAY2
Snap-8660.czi,0,524,YPGal_DAY2
Snap-8661.czi,1,524,YPGal_DAY2
Snap-8662.czi,0,525,YPGal_DAY2
Snap-8663.czi,1,525,YPGal_DAY2
Snap-8664.czi,0,526,YPGal_DAY2
Snap-8665.czi,1,526,YPGal_DAY2
Snap-8666.czi,0,527,YPGal_DAY2
Snap-8667.czi,1,527,YPGal_DAY2
Snap-8668.czi,0,528,YPGal_DAY2
Snap-8669.czi,1,528,YPGal_DAY2
Snap-8670.czi,0,529,YPGal_DAY2
Snap-8671.czi,1,529,YPGal_DAY2
Snap-8672.czi,0,530,YPGal_DAY2
Snap-8673.czi,1,530,YPGal_DAY2
Snap-8674.czi,0,531,YPGal_DAY2
Snap-8675.czi,1,531,YPGal_DAY2
Snap-8676.czi,0,532,YPGal_DAY2
Snap-8677.czi,1,532,YPGal_DAY2
Snap-8678.czi,0,533,YPGal_DAY2
Snap-8679.czi,1,533,YPGal_DAY2
Snap-8680.czi,0,534,YPGal_DAY2
Snap-8681.czi,1,534,YPGal_DAY2
Snap-8682.czi,0,535,YPGal_DAY2
Snap-8683.czi,1,535,YPGal_DAY2
Snap-8684.czi,0,536,YPGal_DAY2
Snap-8685.czi,1,536,YPGal_DAY2
Snap-8686.czi,0,537,YPGal_DAY2
Snap-8687.czi,1,537,YPGal_DAY2
Snap-8688.czi,0,538,YPGal_DAY2
Snap-8689.czi,1,538,YPGal_DAY2
Snap-8690.czi,0,539,YPGal_DAY2
Snap-8691.czi,1,539,YPGal_DAY2
Snap-8692.czi,0,540,YPGal_DAY2
Snap-8693.czi,1,540,YPGal_DAY2
Snap-8694.czi,0,541,YPGal_DAY2
Snap-8695.czi,1,541,YPGal_DAY2
Snap-8696.czi,0,542,YPGal_DAY2
Snap-8698.czi,1,542,YPGal_DAY2
Snap-8699.czi,0,543,YPGal_DAY2
Snap-8700.czi,1,543,YPGal_DAY2
Snap-8701.czi,0,544,YPGal_DAY2
Snap-8702.czi,1,544,YPGal_DAY2
Snap-8703.czi,0,545,YPGal_DAY2
Snap-8704.czi,1,545,YPGal_DAY2
Snap-8705.czi,0,546,YPGal_DAY2
Snap-8706.czi,1,546,YPGal_DAY2
Snap-8707.czi,0,547,YPGal_DAY2
Snap-8708.czi,1,547,YPGal_DAY2
Snap-8709.czi,0,548,YPGal_DAY2
Snap-8710.czi,1,548,YPGal_DAY2
Snap-8711.czi,0,549,YPGal_DAY2
Snap-8712.czi,1,549,YPGal_DAY2
Snap-8713.czi,0,550,YPGal_DAY2
Snap-8714.czi,1,550,YPGal_DAY2
Snap-8715.czi,0,551,YPGal_DAY2
Snap-8716.czi,1,551,YPGal_DAY2
Snap-8717.czi,0,552,YPGal_DAY2
Snap-8718.czi,1,552,YPGal_DAY2
Snap-8719.czi,0,553,YPGal_DAY2
Snap-8720.czi,1,553,YPGal_DAY2
Snap-8721.czi,0,554,YPGal_DAY2
Snap-8722.czi,1,554,YPGal_DAY2
Snap-8723.czi,0,555,YPGal_DAY2
Snap-8724.czi,1,555,YPGal_DAY2
Snap-8725.czi,0,556,YPGal_DAY2
Snap-8726.czi,1,556,YPGal_DAY2
Snap-8727.czi,0,557,YPGal_DAY2
Snap-8728.czi,1,557,YPGal_DAY2
Snap-8729.czi,0,558,YPGal_DAY2
Snap-8730.czi,1,558,YPGal_DAY2
Snap-8731.czi,0,559,YPGal_DAY2
Snap-8732.czi,1,559,YPGal_DAY2
Snap-8733.czi,0,560,YPGal_DAY2
Snap-8734.czi,1,560,YPGal_DAY2
Snap-8735.czi,0,561,YPGal_DAY2
Snap-8736.czi,1,561,YPGal_DAY2
Snap-8738.czi,0,562,YPGal_DAY2
Snap-8739.czi,1,562,YPGal_DAY2
Snap-8740.czi,0,563,YPGal_DAY2
Snap-8741.czi,1,563,YPGal_DAY2
Snap-8742.czi,0,564,YPGal_DAY2
Snap-8743.czi,1,564,YPGal_DAY2
Snap-8744.czi,0,565,YPGal_DAY2
Snap-8745.czi,1,565,YPGal_DAY2
Snap-8746.czi,0,566,YPGal_DAY2
Snap-8747.czi,1,566,YPGal_DAY2
Snap-8748.czi,0,567,YPGal_DAY2
Snap-8749.czi,1,567,YPGal_DAY2
Snap-8750.czi,0,568,YPGal_DAY2
Snap-8751.czi,1,568,YPGal_DAY2
Snap-8752.czi,0,569,YPGal_DAY2
Snap-8753.czi,1,569,YPGal_DAY2
Snap-8754.czi,0,570,YPGal_DAY2
Snap-8755.czi,1,570,YPGal_DAY2
Snap-8756.czi,0,571,YPGal_DAY2
Snap-8757.czi,1,571,YPGal_DAY2
Snap-8758.czi,0,572,YPGal_DAY2
Snap-8759.czi,1,572,YPGal_DAY2
Snap-8760.czi,0,573,YPGal_DAY2
Snap-8761.czi,1,573,YPGal_DAY2
Snap-8762.czi,0,574,YPGal_DAY2
Snap-8763.czi,1,574,YPGal_DAY2
Snap-8764.czi,0,575,YPGal_DAY2
Snap-8765.czi,1,575,YPGal_DAY2
Snap-9026.czi,0,576,YPGal_DAY3
Snap-9027.czi,1,576,YPGal_DAY3
Snap-9028.czi,0,577,YPGal_DAY3
Snap-9029.czi,1,577,YPGal_DAY3
Snap-9030.czi,0,578,YPGal_DAY3
Snap-9031.czi,1,578,YPGal_DAY3
Snap-9032.czi,0,579,YPGal_DAY3
Snap-9033.czi,1,579,YPGal_DAY3
Snap-9034.czi,0,580,YPGal_DAY3
Snap-9035.czi,1,580,YPGal_DAY3
Snap-9036.czi,0,581,YPGal_DAY3
Snap-9037.czi,1,581,YPGal_DAY3
Snap-9038.czi,0,582,YPGal_DAY3
Snap-9039.czi,1,582,YPGal_DAY3
Snap-9040.czi,0,583,YPGal_DAY3
Snap-9041.czi,1,583,YPGal_DAY3
Snap-9042.czi,0,584,YPGal_DAY3
Snap-9043.czi,1,584,YPGal_DAY3
Snap-9044.czi,0,585,YPGal_DAY3
Snap-9045.czi,1,585,YPGal_DAY3
Snap-9046.czi,0,586,YPGal_DAY3
Snap-9047.czi,1,586,YPGal_DAY3
Snap-9048.czi,0,587,YPGal_DAY3
Snap-9049.czi,1,587,YPGal_DAY3
Snap-9050.czi,0,588,YPGal_DAY3
Snap-9051.czi,1,588,YPGal_DAY3
Snap-9052.czi,0,589,YPGal_DAY3
Snap-9053.czi,1,589,YPGal_DAY3
Snap-9054.czi,0,590,YPGal_DAY3
Snap-9055.czi,1,590,YPGal_DAY3
Snap-9056.czi,0,591,YPGal_DAY3
Snap-9057.czi,1,591,YPGal_DAY3
Snap-9058.czi,0,592,YPGal_DAY3
Snap-9059.czi,1,592,YPGal_DAY3
Snap-9060.czi,0,593,YPGal_DAY3
Snap-9061.czi,1,593,YPGal_DAY3
Snap-9062.czi,0,594,YPGal_DAY3
Snap-9063.czi,1,594,YPGal_DAY3
Snap-9064.czi,0,595,YPGal_DAY3
Snap-9065.czi,1,595,YPGal_DAY3
Snap-9066.czi,0,596,YPGal_DAY3
Snap-9067.czi,1,596,YPGal_DAY3
Snap-9068.czi,0,597,YPGal_DAY3
Snap-9069.czi,1,597,YPGal_DAY3
Snap-9070.czi,0,598,YPGal_DAY3
Snap-9071.czi,1,598,YPGal_DAY3
Snap-9072.czi,0,599,YPGal_DAY3
Snap-9073.czi,1,599,YPGal_DAY3
Snap-9074.czi,0,600,YPGal_DAY3
Snap-9075.czi,1,600,YPGal_DAY3
Snap-9076.czi,0,601,YPGal_DAY3
Snap-9077.czi,1,601,YPGal_DAY3
Snap-9078.czi,0,602,YPGal_DAY3
Snap-9079.czi,1,602,YPGal_DAY3
Snap-9080.czi,0,603,YPGal_DAY3
Snap-9081.czi,1,603,YPGal_DAY3
Snap-9082.czi,0,604,YPGal_DAY3
Snap-9083.czi,1,604,YPGal_DAY3
Snap-9084.czi,0,605,YPGal_DAY3
Snap-9085.czi,1,605,YPGal_DAY3
